Video ID,Age,Gender,Ethnicity,chills Binary,chills Binary,Chills #,Chill Intensity,Timings,Daily Chills,NIO_Openess,Prior exposure,Sleppiness,Pre-Pleasure,Prepleasure /2 arrondi,Prepleasure /2,Post-Pleasure,Pre Calm,Pre-calm/2,Pre-calm/2 (rounded),Post Calm,Pre NEO,Post NEO,Diff NEO,Total NEO,Emotion drift,Direction,,,Tan inverse,Calm Diff,Pleasure Diff,,Tan inverse,
9ao4FEaDGhQ,37,female,Mixed,0,FALSE,0,0,,2,3,No,4,9,2,4.5,2,6,3,2,1,8,12,4,20,3.201562119,3.009569674,,,0.8960553846,-2,-2.5,Up,0.8960553846,Up
jTJql8Yhd8s,45,male,Mixed,1,TRUE,5,2,"13.42,20.69,65.37,123.11,336.49",1,3,No,10,7,5,3.5,3,2,1,1,3,10,15,5,25,2.061552813,-0.2553419212,,,-0.2449786631,2,-0.5,FALSE,-0.2449786631,Down
jTJql8Yhd8s,23,female,Asian,1,TRUE,1,1,405.63,1,3,No,8,6,4,3,2,6,3,2,2,0,4,4,4,1.414213562,1.557407725,,,0.7853981634,-1,-1,Up,0.7853981634,Up
AL8qLEUkDOM,51,female,White,0,FALSE,0,0,,1,2,No,4,4,2,2,3,7,3.5,2,4,7,12,5,19,1.118033989,-2.185039863,,,1.107148718,0.5,1,Up,1.107148718,Up
AL8qLEUkDOM,27,male,White,1,TRUE,7,1,"12.50,74.31,103.61,117.63,261.73,434.97,451.96",2,3,No,8,8,4,4,3,4,2,1,4,10,14,4,24,2.236067977,-0.5463024898,,,-0.463647609,2,-1,FALSE,-0.463647609,Down
AL8qLEUkDOM,40,male,White,0,FALSE,0,0,,1,0,No,8,9,4,4.5,2,8,4,2,0,10,-2,-12,8,4.716990566,0.721484441,,,0.5585993153,-4,-2.5,Up,0.5585993153,Up
AL8qLEUkDOM,43,male,White,0,FALSE,0,0,,1,1,No,10,6,5,3,3,7,3.5,2,4,-1,3,4,2,0.5,0,,,0,0.5,0,FALSE,0,Down
AL8qLEUkDOM,23,male,White,0,FALSE,0,0,,1,3,No,4,8,2,4,3,1,0.5,0,3,11,15,4,26,2.692582404,-0.4227932187,,,-0.3805063771,2.5,-1,FALSE,-0.3805063771,Down
AL8qLEUkDOM,35,male,White,1,TRUE,2,2,"269.86,310.85",1,0,No,10,10,5,5,3,0,0,0,3,12,15,3,27,3.605551275,-0.7868428895,,,-0.5880026035,3,-2,FALSE,-0.5880026035,Down
AL8qLEUkDOM,22,male,White,1,TRUE,5,2,"92.07,96.10,102.40,117.47,348.98",1,3,No,5,6,3,3,3,3,1.5,1,3,5,10,5,15,1.5,0,,,0,1.5,0,FALSE,0,Down
AL8qLEUkDOM,70,male,White,0,FALSE,0,0,,0,0,No,10,10,5,5,3,0,0,0,3,8,8,0,16,3.605551275,-0.7868428895,,,-0.5880026035,3,-2,FALSE,-0.5880026035,Down
AL8qLEUkDOM,37,male,White,1,TRUE,8,1,"33.94,89.71,90.21,105.76,154.75,197.95,249.45,349.84",1,3,No,7,9,4,4.5,3,10,5,3,4,9,13,4,22,1.802775638,14.10141995,,,0.9827937232,-1,-1.5,Up,0.9827937232,Up
AL8qLEUkDOM,64,male,White,0,FALSE,0,2,,0,1,No,8,9,4,4.5,3,3,1.5,1,2,9,8,-1,17,1.58113883,0.1425465431,,,-1.249045772,0.5,-1.5,FALSE,-1.249045772,Down
AL8qLEUkDOM,66,male,White,1,TRUE,4,3,"4.05,13.93,24.77,37.31",1,3,No,10,8,5,4,3,6,3,2,3,10,14,4,24,1,#DIV/0!,,,-1.57,0,-1,FALSE,-1.57,Down
AL8qLEUkDOM,46,male,White,0,FALSE,0,0,,1,1,No,3,5,2,2.5,2,3,1.5,1,1,3,10,7,13,0.7071067812,1.557407725,,,0.7853981634,-0.5,-0.5,Up,0.7853981634,Up
AL8qLEUkDOM,52,male,Hispanic,0,FALSE,0,0,,1,1,No,9,7,5,3.5,3,7,3.5,2,3,4,10,6,14,0.7071067812,1.557407725,,,0.7853981634,-0.5,-0.5,Up,0.7853981634,Up
q8ir8rVl2Z4,42,female,White,0,FALSE,0,0,,2,3,No,8,5,4,2.5,2,10,5,3,1,12,16,4,28,4.031128874,0.1256551366,,,0.1243549945,-4,-0.5,Up,0.1243549945,Up
q8ir8rVl2Z4,30,female,White,1,TRUE,4,2,"62.34,95.47,184.07,207.66",1,1,No,3,7,2,3.5,3,4,2,1,2,1,7,6,8,0.5,#DIV/0!,,,-1.57,0,-0.5,FALSE,-1.57,Down
q8ir8rVl2Z4,49,female,White,1,TRUE,9,2,"31.05,34.93,57.72,63.94,88.12,108.98,164.35,181.79,207.77",1,3,No,7,4,4,2,3,3,1.5,1,4,9,13,4,22,2.692582404,0.4227932187,,,0.3805063771,2.5,1,Up,0.3805063771,Up
q8ir8rVl2Z4,66,female,White,0,FALSE,0,0,,1,2,No,9,7,5,3.5,3,5,2.5,1,3,6,11,5,17,0.7071067812,-1.557407725,,,-0.7853981634,0.5,-0.5,FALSE,-0.7853981634,Down
